WERD,LENGTHofWERD,INITIAL,FREQEST,GROUP,INVENTORY,CONTAINS,MASQ
TECHNOFEARS,11,T,-2147221499,4,10,ACEFHNORST,3752298
TECHNOMANIAS,12,T,-2147221499,4,10,ACEHIMNOST,3236650
TECHNOMUSICS,12,T,-2147221499,4,10,CEHIMNOSTU,7430952
TECHNOPHILIAS,13,T,-2147221499,4,11,ACEHILNOPST,3363626
TECHNOPOLITANS,14,T,-2147221499,4,11,ACEHILNOPST,3363626
TECHNOPOPS,10,T,-2147221499,4,8,CEHNOPST,3359016
TECHNOSPEAKS,12,T,-2147221499,4,10,ACEHKNOPST,3361066
TECHNOSTRESSES,14,T,-2147221499,4,8,CEHNORST,3752232
TECTRICIAL,10,T,-2147221499,4,7,ACEILRT,2626090
TEDIER,6,T,-2147221499,4,5,DEIRT,2622000
TEDIEST,7,T,-2147221499,4,5,DEIST,3146288
TEDIOSITIES,11,T,-2147221499,4,6,DEIOST,3211824
TEDISOME,8,T,-2147221499,4,7,DEIMOST,3220016
TEEMINGNESSES,13,T,-2147221499,4,7,EGIMNST,3170976
TEENDOMS,8,T,-2147221499,4,7,DEMNOST,3235888
TEENTIER,8,T,-2147221499,4,5,EINRT,2638368
TEENTSIER,9,T,-2147221499,4,6,EINRST,3686944
TEETHRIDGES,11,T,-2147221499,4,8,DEGHIRST,3670960
TEINOSCOPES,11,T,-2147221499,4,8,CEINOPST,3359272
TEKNONYMIES,11,T,-2147221499,4,9,EIKMNOSTY,70347296
TELAESTHESIAS,13,T,-2147221499,4,7,AEHILST,3150626
TELAUTOGRAPHIES,15,T,-2147221499,4,12,AEGHILOPRSTU,8065954
TELEBANKINGS,12,T,-2147221499,4,10,ABEGIKLNST,3168934
TELECOMMUTINGS,14,T,-2147221499,4,11,CEGILMNOSTU,7434920
TELECOTTAGINGS,14,T,-2147221499,4,10,ACEGILNOST,3232426
TELEDUS,7,T,-2147221499,4,6,DELSTU,7344176
TELEGNOSES,10,T,-2147221499,4,7,EGLNOST,3231904
TELEGRAPHESES,13,T,-2147221499,4,9,AEGHLPRST,3805602
TELEHEALTHS,11,T,-2147221499,4,6,AEHLST,3150114
TELEJOURNALISMS,15,T,-2147221499,4,12,AEIJLMNORSTU,7960098
TELEMARKETINGS,14,T,-2147221499,4,11,AEGIKLMNRST,3701410
TELEPATHISES,12,T,-2147221499,4,8,AEHILPST,3281698
TELEPHONITISES,14,T,-2147221499,4,9,EHILNOPST,3363616
TELEPROCESSINGS,15,T,-2147221499,4,11,CEGILNOPRST,3887784
TELERECORDS,11,T,-2147221499,4,8,CDELORST,3739704
TELESELLINGS,12,T,-2147221499,4,7,EGILNST,3166880
TELESHOPPED,11,T,-2147221499,4,8,DEHLOPST,3346736
TELESHOPPINGS,13,T,-2147221499,4,10,EGHILNOPST,3363744
TELESOFTWARES,13,T,-2147221499,4,9,AEFLORSTW,20516962
TELESTHESIAS,12,T,-2147221499,4,7,AEHILST,3150626
TELETEXES,9,T,-2147221499,4,5,ELSTX,36704288
TELEVANGELISMS,14,T,-2147221499,4,10,AEGILMNSTV,11563682
TELEVERITES,11,T,-2147221499,4,7,EILRSTV,12063264
TELEVIEWINGS,12,T,-2147221499,4,9,EGILNSTVW,28332704
TELEWORKINGS,12,T,-2147221499,4,11,EGIKLNORSTW,20535968
TELFERAGES,10,T,-2147221499,4,8,AEFGLRST,3674338
TELFERED,8,T,-2147221499,4,6,DEFLRT,2625648
TELFERIC,8,T,-2147221499,4,7,CEFILRT,2626152
TELFERING,9,T,-2147221499,4,8,EFGILNRT,2642656
TELICITIES,10,T,-2147221499,4,6,CEILST,3150376
TELLARED,8,T,-2147221499,4,6,ADELRT,2625586
TELLARING,9,T,-2147221499,4,8,AEGILNRT,2642594
TELLERED,8,T,-2147221499,4,5,DELRT,2625584
TELLURISE,9,T,-2147221499,4,7,EILRSTU,7868960
TELLURISED,10,T,-2147221499,4,8,DEILRSTU,7868976
TELLURISES,10,T,-2147221499,4,7,EILRSTU,7868960
TELLURISING,11,T,-2147221499,4,9,EGILNRSTU,7885472
TELLURIZE,9,T,-2147221499,4,7,EILRTUZ,141038112
TELLURIZES,10,T,-2147221499,4,8,EILRSTUZ,142086688
TELLURIZING,11,T,-2147221499,4,9,EGILNRTUZ,141054624
TELLUSES,8,T,-2147221499,4,5,ELSTU,7344160
TELOMERISATIONS,15,T,-2147221499,4,10,AEILMNORST,3764770
TELOTAXES,9,T,-2147221499,4,7,AELOSTX,36769826
TELPHERAGES,11,T,-2147221499,4,9,AEGHLPRST,3805602
TELPHERED,9,T,-2147221499,4,7,DEHLPRT,2756912
TELPHERIC,9,T,-2147221499,4,8,CEHILPRT,2757416
TELPHERLINE,11,T,-2147221499,4,8,EHILNPRT,2773792
TELPHERLINES,12,T,-2147221499,4,9,EHILNPRST,3822368
TELPHERMEN,10,T,-2147221499,4,8,EHLMNPRT,2781472
TELPHERWAYS,11,T,-2147221499,4,10,AEHLPRSTWY,87691554
TEMPERABILITIES,15,T,-2147221499,4,10,ABEILMPRST,3813926
TEMPERATENESSES,15,T,-2147221499,4,8,AEMNPRST,3825698
TEMPINGS,8,T,-2147221499,4,8,EGIMNPST,3302048
TEMPORALNESSES,14,T,-2147221499,4,10,AELMNOPRST,3895330
TEMPORARINESSES,15,T,-2147221499,4,10,AEIMNOPRST,3891746
TEMPTABILITIES,14,T,-2147221499,4,9,ABEILMPST,3289638
TEMPTABLENESSES,15,T,-2147221499,4,9,ABELMNPST,3305510
TEMPTINGNESSES,14,T,-2147221499,4,8,EGIMNPST,3302048
TEMULENCES,10,T,-2147221499,4,8,CELMNSTU,7368744
TEMULENCIES,11,T,-2147221499,4,9,CEILMNSTU,7369256
TEMULENTLY,10,T,-2147221499,4,7,ELMNTUY,73429024
TENABILITIES,12,T,-2147221499,4,8,ABEILNST,3166758
TENABLENESSES,13,T,-2147221499,4,7,ABELNST,3166246
TENACIOUSNESSES,15,T,-2147221499,4,9,ACEINOSTU,7422506
TENDERISATIONS,14,T,-2147221499,4,9,ADEINORST,3752498
TENDERIZATIONS,14,T,-2147221499,4,10,ADEINORSTZ,137970226
TENDINITISES,12,T,-2147221499,4,6,DEINST,3162672
TENDONITIDES,12,T,-2147221499,4,7,DEINOST,3228208
TENDONITISES,12,T,-2147221499,4,7,DEINOST,3228208
TENDRILLIER,11,T,-2147221499,4,7,DEILNRT,2642480
TENDRILLIEST,12,T,-2147221499,4,8,DEILNRST,3691056
TENEBRIOUSNESS,14,T,-2147221499,4,9,BEINORSTU,7946788
TENEBRISMS,10,T,-2147221499,4,8,BEIMNRST,3695140
TENEBRITIES,11,T,-2147221499,4,7,BEINRST,3686948
TENEBROUSNESSES,15,T,-2147221499,4,8,BENORSTU,7946276
TENENDUMS,9,T,-2147221499,4,7,DEMNSTU,7364656
TENESMUSES,10,T,-2147221499,4,6,EMNSTU,7364640
TENIASES,8,T,-2147221499,4,6,AEINST,3162658
TENNESSINES,11,T,-2147221499,4,5,EINST,3162656
TENORITES,9,T,-2147221499,4,7,EINORST,3752480
TENOSYNOVITISES,15,T,-2147221499,4,8,EINOSTVY,78725664
TENOVAGINITISES,15,T,-2147221499,4,9,AEGINOSTV,11616930
TENPINNER,9,T,-2147221499,4,6,EINPRT,2769440
TENPINNERS,10,T,-2147221499,4,7,EINPRST,3818016
TENSENESSES,11,T,-2147221499,4,4,ENST,3162144
TENSIBILITIES,13,T,-2147221499,4,7,BEILNST,3166756
TENSIBLENESS,12,T,-2147221499,4,7,BEILNST,3166756
TENSIBLENESSES,14,T,-2147221499,4,7,BEILNST,3166756
TENSILENESSES,13,T,-2147221499,4,6,EILNST,3166752
TENSIOMETRIES,13,T,-2147221499,4,8,EIMNORST,3760672
TENTIEST,8,T,-2147221499,4,5,EINST,3162656
TENTIGOS,8,T,-2147221499,4,7,EGINOST,3228320
TENUOUSNESSES,13,T,-2147221499,4,6,ENOSTU,7421984
TEOPANS,7,T,-2147221499,4,7,AENOPST,3358754
TEPACHES,8,T,-2147221499,4,7,ACEHPST,3277098
TEPEFACTIONS,12,T,-2147221499,4,10,ACEFINOPST,3359338
TEPEFIES,8,T,-2147221499,4,6,EFIPST,3277408
TEPEFYING,9,T,-2147221499,4,8,EFGINPTY,69354208
TEPHROMANCIES,13,T,-2147221499,4,12,ACEHIMNOPRST,3892010
TEPIDER,7,T,-2147221499,4,6,DEIPRT,2753072
TEPIDNESSES,11,T,-2147221499,4,7,DEINPST,3293744
TERAGLINS,9,T,-2147221499,4,9,AEGILNRST,3691170
TERAHERTZES,11,T,-2147221499,4,7,AEHRSTZ,137888034
TERAKIHIS,9,T,-2147221499,4,8,AEHIKRST,3672866
TERATOGENICIST,14,T,-2147221499,4,10,ACEGINORST,3752618
TERATOGENICISTS,15,T,-2147221499,4,10,ACEGINORST,3752618
TERATOGENIES,12,T,-2147221499,4,9,AEGINORST,3752610
TERATOPHOBIAS,13,T,-2147221499,4,10,ABEHIOPRST,3867430
TEREBRATIONS,12,T,-2147221499,4,9,ABEINORST,3752486
TERMAGANCIES,12,T,-2147221499,4,10,ACEGIMNRST,3695274
TERMINABILITIES,15,T,-2147221499,4,10,ABEILMNRST,3699238
TERMINISMS,10,T,-2147221499,4,7,EIMNRST,3695136
TERMLIES,8,T,-2147221499,4,7,EILMRST,3682848
TERRAFORMINGS,13,T,-2147221499,4,11,AEFGIMNORST,3760866
TERRIBILITIES,13,T,-2147221499,4,7,BEILRST,3674660
TERRIBLENESSES,14,T,-2147221499,4,8,BEILNRST,3691044
TERSANCTUSES,12,T,-2147221499,4,8,ACENRSTU,7880746
TERVALENCIES,12,T,-2147221499,4,10,ACEILNRSTV,12079658
TERZETTAS,9,T,-2147221499,4,6,AERSTZ,137887778
TESSARAGLOT,11,T,-2147221499,4,8,AEGLORST,3739810
TESTERNING,10,T,-2147221499,4,7,EGINRST,3687072
TESTIFICATORS,13,T,-2147221499,4,9,ACEFIORST,3736170
TESTIMONIALISES,15,T,-2147221499,4,9,AEILMNOST,3240482
TESTIMONIALIZES,15,T,-2147221499,4,10,AEILMNOSTZ,137458210
TESTIMONYING,12,T,-2147221499,4,9,EGIMNOSTY,70345376
TESTINESSES,11,T,-2147221499,4,5,EINST,3162656
TESTRILLS,9,T,-2147221499,4,6,EILRST,3674656
TESTRILS,8,T,-2147221499,4,6,EILRST,3674656
TESTUDINARY,11,T,-2147221499,4,10,ADEINRSTUY,74990130
TETARTOHEDRALLY,15,T,-2147221499,4,9,ADEHLORTY,69800242
TETARTOHEDRISMS,15,T,-2147221499,4,10,ADEHIMORST,3744562
TETCHINESSES,12,T,-2147221499,4,7,CEHINST,3162920
TETRABASICITIES,15,T,-2147221499,4,8,ABCEIRST,3670574
TETRABRACHS,11,T,-2147221499,4,8,ABCEHRST,3670318
TETRACIDS,9,T,-2147221499,4,8,ACDEIRST,3670586
TETRACTINALS,12,T,-2147221499,4,9,ACEILNRST,3691050
TETRADACTYLIES,14,T,-2147221499,4,10,ACDEILRSTY,70783546
TETRADACTYLS,12,T,-2147221499,4,9,ACDELRSTY,70783034
TETRAETHYLLEADS,15,T,-2147221499,4,9,ADEHLRSTY,70783282
TETRAETHYLS,11,T,-2147221499,4,8,AEHLRSTY,70783266
TETRAGONALNESS,14,T,-2147221499,4,9,AEGLNORST,3756194
TETRAGYNIAN,11,T,-2147221499,4,8,AEGINRTY,69747362
TETRAMERISMS,12,T,-2147221499,4,7,AEIMRST,3678754
TETRAPLAS,9,T,-2147221499,4,7,AELPRST,3805218
TETRAPOLISES,12,T,-2147221499,4,9,AEILOPRST,3871266
TETRAPTERAN,11,T,-2147221499,4,6,AENPRT,2768930
TETRAPTOTE,10,T,-2147221499,4,6,AEOPRT,2818082
TETRAPTOTES,11,T,-2147221499,4,7,AEOPRST,3866658
TETRASYLLABICAL,15,T,-2147221499,4,10,ABCEILRSTY,70783534
TETRATHEISMS,12,T,-2147221499,4,8,AEHIMRST,3679010
TETRATHLONS,11,T,-2147221499,4,9,AEHLNORST,3756322
TETRAVALENCES,13,T,-2147221499,4,9,ACELNRSTV,12079146
TETRAVALENCIES,14,T,-2147221499,4,10,ACEILNRSTV,12079658
TETRONALS,9,T,-2147221499,4,8,AELNORST,3756066
TETROTOXINS,11,T,-2147221499,4,8,EINORSTX,37306912
TETTIXES,8,T,-2147221499,4,5,EISTX,36700704
TEUGHER,7,T,-2147221499,4,6,EGHRTU,6816160
TEUGHEST,8,T,-2147221499,4,6,EGHSTU,7340448
TEUTONIZES,10,T,-2147221499,4,8,EINOSTUZ,141640224
TEWHITS,7,T,-2147221499,4,6,EHISTW,19923744
TEXTONYM,8,T,-2147221499,4,7,EMNOTXY,102850592
TEXTONYMS,9,T,-2147221499,4,8,EMNOSTXY,103899168
TEXTSPEAKS,10,T,-2147221499,4,7,AEKPSTX,36833314
THALATTOCRACIES,15,T,-2147221499,4,10,ACEHILORST,3740458
THALLINES,9,T,-2147221499,4,8,AEHILNST,3167010
THANATISMS,10,T,-2147221499,4,7,AHIMNST,3171074
THANATOPHOBIAS,14,T,-2147221499,4,9,ABHINOPST,3359494
THANATOSES,10,T,-2147221499,4,7,AEHNOST,3227938
THANEHOODS,10,T,-2147221499,4,8,ADEHNOST,3227954
THANKLESSNESSES,15,T,-2147221499,4,8,AEHKLNST,3168546
THANKWORTHIER,13,T,-2147221499,4,10,AEHIKNORTW,19483426
THARBOROUGHS,12,T,-2147221499,4,9,ABGHORSTU,7930246
THATCHIER,9,T,-2147221499,4,7,ACEHIRT,2622250
THATCHIEST,10,T,-2147221499,4,7,ACEHIST,3146538
THAUMASITES,11,T,-2147221499,4,8,AEHIMSTU,7349026
THAUMATOGENIES,14,T,-2147221499,4,11,AEGHIMNOSTU,7431074
THAUMATOGRAPHY,14,T,-2147221499,4,10,AGHMOPRTUY,74129794
THAUMATOLATRIES,15,T,-2147221499,4,11,AEHILMORSTU,7942946
THAUMATOLOGIES,14,T,-2147221499,4,11,AEGHILMOSTU,7418786
THAUMATROPICAL,14,T,-2147221499,4,11,ACHILMOPRTU,7025418
THAUMATURGISMS,14,T,-2147221499,4,9,AGHIMRSTU,7873410
THAUMATURGUSES,14,T,-2147221499,4,9,AEGHMRSTU,7872930
THAWIER,7,T,-2147221499,4,7,AEHIRTW,19399458
THAWIEST,8,T,-2147221499,4,7,AEHISTW,19923746
THEANINES,9,T,-2147221499,4,7,AEHINST,3162914
THEANTHROPIES,13,T,-2147221499,4,10,AEHINOPRST,3883810
THEANTHROPISMS,14,T,-2147221499,4,11,AEHIMNOPRST,3892002
THEANTHROPISTS,14,T,-2147221499,4,10,AEHINOPRST,3883810
THEATERGOINGS,13,T,-2147221499,4,10,AEGHINORST,3752866
THEATERLANDS,12,T,-2147221499,4,9,ADEHLNRST,3690802
THEATRELANDS,12,T,-2147221499,4,9,ADEHLNRST,3690802
THEATRICISE,11,T,-2147221499,4,8,ACEHIRST,3670826
THEATRICISES,12,T,-2147221499,4,8,ACEHIRST,3670826
THEATRICISMS,12,T,-2147221499,4,9,ACEHIMRST,3679018
THEATRICIZES,12,T,-2147221499,4,9,ACEHIRSTZ,137888554
THEATRICIZING,13,T,-2147221499,4,10,ACEGHINRTZ,136856490
THEATROMANIAS,13,T,-2147221499,4,10,AEHIMNORST,3760930
THEELINS,8,T,-2147221499,4,7,EHILNST,3167008
THEELOLS,8,T,-2147221499,4,6,EHLOST,3215648
THEGNLIER,9,T,-2147221499,4,8,EGHILNRT,2642848
THEGNLIEST,10,T,-2147221499,4,8,EGHILNST,3167136
THELITISES,10,T,-2147221499,4,6,EHILST,3150624
THELYTOKIES,11,T,-2147221499,4,9,EHIKLOSTY,70327072
THENARDITES,11,T,-2147221499,4,9,ADEHINRST,3687218
THEOCENTRICISMS,15,T,-2147221499,4,10,CEHIMNORST,3760936
THEOCENTRISMS,13,T,-2147221499,4,10,CEHIMNORST,3760936
THEODICEANS,11,T,-2147221499,4,10,ACDEHINOST,3228474
THEOLOGISATIONS,15,T,-2147221499,4,10,AEGHILNOST,3232674
THEOLOGISER,11,T,-2147221499,4,9,EGHILORST,3740576
THEOMANCIES,11,T,-2147221499,4,10,ACEHIMNOST,3236650
THEOMANIAS,10,T,-2147221499,4,9,AEHIMNOST,3236642
THEONOMIES,10,T,-2147221499,4,8,EHIMNOST,3236640
THEOPHAGIES,11,T,-2147221499,4,9,AEGHIOPST,3343266
THEOPHOBIAC,11,T,-2147221499,4,9,ABCEHIOPT,2294574
THEOPHOBIACS,12,T,-2147221499,4,10,ABCEHIOPST,3343150
THEOPHOBIAS,11,T,-2147221499,4,9,ABEHIOPST,3343142
THEOPHOBISTS,12,T,-2147221499,4,8,BEHIOPST,3343140
THEOPNEUSTIES,13,T,-2147221499,4,9,EHINOPSTU,7553824
THEOREMATIST,12,T,-2147221499,4,9,AEHIMORST,3744546
THEOREMATISTS,13,T,-2147221499,4,9,AEHIMORST,3744546
THEOSOPHISES,12,T,-2147221499,4,7,EHIOPST,3343136
THEOSOPHISMS,12,T,-2147221499,4,8,EHIMOPST,3351328
THEOSOPHIZES,12,T,-2147221499,4,8,EHIOPSTZ,137560864
THEOTECHNIES,12,T,-2147221499,4,8,CEHINOST,3228456
THERAPISES,10,T,-2147221499,4,8,AEHIPRST,3801890
THERAPIZES,10,T,-2147221499,4,9,AEHIPRSTZ,138019618
THERIOLATRIES,13,T,-2147221499,4,9,AEHILORST,3740450
THERIOMORPHOSES,15,T,-2147221499,4,9,EHIMOPRST,3875616
THERMAESTHESIAS,15,T,-2147221499,4,8,AEHIMRST,3679010
THERMALISATIONS,15,T,-2147221499,4,11,AEHILMNORST,3765026
THERMESTHESIAS,14,T,-2147221499,4,8,AEHIMRST,3679010
THERMOCHROMIES,14,T,-2147221499,4,9,CEHIMORST,3744552
THERMOCHROMISMS,15,T,-2147221499,4,9,CEHIMORST,3744552
THERMOLOGIES,12,T,-2147221499,4,10,EGHILMORST,3748768
THERMONASTIES,13,T,-2147221499,4,10,AEHIMNORST,3760930
THERMOTENSILE,13,T,-2147221499,4,10,EHILMNORST,3765024
THEROLOGIES,11,T,-2147221499,4,9,EGHILORST,3740576
THEROPODANS,11,T,-2147221499,4,10,ADEHNOPRST,3883314
THETRIS,7,T,-2147221499,4,6,EHIRST,3670816
THEWIER,7,T,-2147221499,4,6,EHIRTW,19399456
THEWIEST,8,T,-2147221499,4,6,EHISTW,19923744
THIASUSES,9,T,-2147221499,4,7,AEHISTU,7340834
THIBLES,7,T,-2147221499,4,7,BEHILST,3150628
THICKETIER,10,T,-2147221499,4,7,CEHIKRT,2624296
THICKETIEST,11,T,-2147221499,4,7,CEHIKST,3148584
THIEVISHNESSES,14,T,-2147221499,4,7,EHINSTV,11551520
THIGGED,7,T,-2147221499,4,6,DEGHIT,2098096
THIGGINGS,9,T,-2147221499,4,6,GHINST,3163008
THIGGIT,7,T,-2147221499,4,4,GHIT,2098048
THIMBLERIGGINGS,15,T,-2147221499,4,11,BEGHILMNRST,3699620
THIMBLEWEEDS,12,T,-2147221499,4,10,BDEHILMSTW,19936052
THIMBLEWITS,11,T,-2147221499,4,9,BEHILMSTW,19936036
THIMBLEWITTED,13,T,-2147221499,4,9,BDEHILMTW,18887476
THIMEROSALS,11,T,-2147221499,4,10,AEHILMORST,3748642
THINGAMYBOBS,12,T,-2147221499,4,11,ABGHIMNOSTY,70345606
THINGAMYJIGS,12,T,-2147221499,4,10,AGHIJMNSTY,70281090
THINGHOODS,10,T,-2147221499,4,8,DGHINOST,3228560
THINGIEST,9,T,-2147221499,4,7,EGHINST,3163040
THINGINESSES,12,T,-2147221499,4,7,EGHINST,3163040
THINGLINESSES,13,T,-2147221499,4,8,EGHILNST,3167136
THINKABLENESSES,15,T,-2147221499,4,10,ABEHIKLNST,3169062
THINKINGNESSES,14,T,-2147221499,4,8,EGHIKNST,3165088
THIONYLS,8,T,-2147221499,4,8,HILNOSTY,70341376
THIOPENTALS,11,T,-2147221499,4,10,AEHILNOPST,3363618
THIOPENTONES,12,T,-2147221499,4,8,EHINOPST,3359520
THIOTEPAS,9,T,-2147221499,4,8,AEHIOPST,3343138
THIRDSTREAMS,12,T,-2147221499,4,9,ADEHIMRST,3679026
THIRSTINESSES,13,T,-2147221499,4,7,EHINRST,3687200
THISTLIER,9,T,-2147221499,4,7,EHILRST,3674912
THISTLIEST,10,T,-2147221499,4,6,EHILST,3150624
THIVELS,7,T,-2147221499,4,7,EHILSTV,11539232
THLIPSES,8,T,-2147221499,4,7,EHILPST,3281696
THONGIER,8,T,-2147221499,4,8,EGHINORT,2704288
THONGIEST,9,T,-2147221499,4,8,EGHINOST,3228576
THORNINESSES,12,T,-2147221499,4,8,EHINORST,3752736
THOROUGHWAXES,13,T,-2147221499,4,11,AEGHORSTUWX,58261922
THOUGHTCAST,11,T,-2147221499,4,8,ACGHOSTU,7405962
THOUGHTCASTS,12,T,-2147221499,4,8,ACGHOSTU,7405962
THRAIPING,9,T,-2147221499,4,8,AGHINPRT,2769794
THRAIPINGS,10,T,-2147221499,4,9,AGHINPRST,3818370
THRASHIEST,10,T,-2147221499,4,7,AEHIRST,3670818
THREADBARER,11,T,-2147221499,4,7,ABDEHRT,2621750
THREADBAREST,12,T,-2147221499,4,8,ABDEHRST,3670326
THREADINESSES,13,T,-2147221499,4,9,ADEHINRST,3687218
THREAPER,8,T,-2147221499,4,6,AEHPRT,2752802
THREAPERS,9,T,-2147221499,4,7,AEHPRST,3801378
THREEFOLDNESSES,15,T,-2147221499,4,10,DEFHLNORST,3756400
THREEPEATED,11,T,-2147221499,4,7,ADEHPRT,2752818
THREEPEATING,12,T,-2147221499,4,9,AEGHINPRT,2769826
THREEPERS,9,T,-2147221499,4,6,EHPRST,3801376
THREMMATOLOGIES,15,T,-2147221499,4,11,AEGHILMORST,3748770
THRENOSES,9,T,-2147221499,4,7,EHNORST,3752224
THRESHELS,9,T,-2147221499,4,6,EHLRST,3674400
THRETTIES,9,T,-2147221499,4,6,EHIRST,3670816
THRIDACES,9,T,-2147221499,4,9,ACDEHIRST,3670842
THRIFTINESSES,13,T,-2147221499,4,8,EFHINRST,3687264
THRILLINGNESSES,15,T,-2147221499,4,9,EGHILNRST,3691424
THRIVINGNESSES,14,T,-2147221499,4,9,EGHINRSTV,12075936
THROATINESSES,13,T,-2147221499,4,9,AEHINORST,3752738
THROATLASHES,12,T,-2147221499,4,8,AEHLORST,3739938
THROATWORTS,11,T,-2147221499,4,7,AHORSTW,20513026
THRONNER,8,T,-2147221499,4,6,EHNORT,2703648
THRONNERS,9,T,-2147221499,4,7,EHNORST,3752224
THROPPLING,10,T,-2147221499,4,9,GHILNOPRT,2839424
THROTTLEHOLDS,13,T,-2147221499,4,8,DEHLORST,3739952
THROUGHGAUNS,12,T,-2147221499,4,9,AGHNORSTU,7946626
THRUMMIER,9,T,-2147221499,4,7,EHIMRTU,6824736
THRUMMIEST,10,T,-2147221499,4,8,EHIMRSTU,7873312
THRUTCHES,9,T,-2147221499,4,7,CEHRSTU,7864616
THUGGISMS,9,T,-2147221499,4,7,GHIMSTU,7349120
THUGGO,6,T,-2147221499,4,5,GHOTU,6357376
THUGGOS,7,T,-2147221499,4,6,GHOSTU,7405952
THULIAS,7,T,-2147221499,4,7,AHILSTU,7344898
THUMBIER,8,T,-2147221499,4,8,BEHIMRTU,6824740
THUMBIEST,9,T,-2147221499,4,8,BEHIMSTU,7349028
THUNDERIER,10,T,-2147221499,4,8,DEHINRTU,6832944
THUNDERIEST,11,T,-2147221499,4,9,DEHINRSTU,7881520
THYMECTOMISE,12,T,-2147221499,4,9,CEHIMOSTY,70329128
THYMECTOMISES,13,T,-2147221499,4,9,CEHIMOSTY,70329128
THYMECTOMISING,14,T,-2147221499,4,11,CEGHIMNOSTY,70345640
THYMECTOMIZES,13,T,-2147221499,4,10,CEHIMOSTYZ,204546856
THYMIER,7,T,-2147221499,4,7,EHIMRTY,69739296
THYMIEST,8,T,-2147221499,4,7,EHIMSTY,70263584
THYROIDITISES,13,T,-2147221499,4,9,DEHIORSTY,70845232
TICHIER,7,T,-2147221499,4,6,CEHIRT,2622248
TICHIEST,8,T,-2147221499,4,6,CEHIST,3146536
TICHORRHINES,12,T,-2147221499,4,9,CEHINORST,3752744
TICKETTYBOO,11,T,-2147221499,4,8,BCEIKOTY,69274156
TICKLACE,8,T,-2147221499,4,7,ACEIKLT,2103850
TICKLACES,9,T,-2147221499,4,8,ACEIKLST,3152426
TICKLEASS,9,T,-2147221499,4,8,ACEIKLST,3152426
TICKLEASSES,11,T,-2147221499,4,8,ACEIKLST,3152426
TICKLIER,8,T,-2147221499,4,7,CEIKLRT,2628136
TICKLISHNESSES,14,T,-2147221499,4,9,CEHIKLNST,3169064
TICTACKED,9,T,-2147221499,4,7,ACDEIKT,2099770
TICTACKING,10,T,-2147221499,4,7,ACGIKNT,2116234
TICTOCKED,9,T,-2147221499,4,7,CDEIKOT,2165304
TICTOCKING,10,T,-2147221499,4,7,CGIKNOT,2181768
TICTOCS,7,T,-2147221499,4,5,CIOST,3211784
TIDDIER,7,T,-2147221499,4,5,DEIRT,2622000
TIDDIEST,8,T,-2147221499,4,5,DEIST,3146288
TIDDLEYS,8,T,-2147221499,4,7,DEILSTY,70259248
TIDIVATED,9,T,-2147221499,4,6,ADEITV,10486322
TIDIVATES,9,T,-2147221499,4,7,ADEISTV,11534898
TIDIVATING,10,T,-2147221499,4,7,ADGINTV,10502802
TIDIVATION,10,T,-2147221499,4,7,ADINOTV,10568210
TIDIVATIONS,11,T,-2147221499,4,8,ADINOSTV,11616786
TIEMANNITES,11,T,-2147221499,4,7,AEIMNST,3170850
TIETACS,7,T,-2147221499,4,6,ACEIST,3146282
TIFOSOS,7,T,-2147221499,4,5,FIOST,3211840
TIGERIER,8,T,-2147221499,4,5,EGIRT,2622112
TIGERIEST,9,T,-2147221499,4,6,EGIRST,3670688
TIGERISHNESSES,14,T,-2147221499,4,8,EGHINRST,3687328
TIGERISMS,9,T,-2147221499,4,7,EGIMRST,3678880
TIGERLIER,9,T,-2147221499,4,6,EGILRT,2626208
TIGERLIEST,10,T,-2147221499,4,7,EGILRST,3674784
TIGHTISHLY,10,T,-2147221499,4,7,GHILSTY,70259584
TIGRISHNESS,11,T,-2147221499,4,8,EGHINRST,3687328
TIGRISHNESSES,13,T,-2147221499,4,8,EGHINRST,3687328
TIKANGAS,8,T,-2147221499,4,7,AGIKNST,3164802
TIKIED,6,T,-2147221499,4,5,DEIKT,2099760
TIKIING,7,T,-2147221499,4,5,GIKNT,2116224
TIKINAGANS,10,T,-2147221499,4,7,AGIKNST,3164802
TIKOLOSHES,10,T,-2147221499,4,8,EHIKLOST,3218208
TIKTAALIKS,10,T,-2147221499,4,6,AIKLST,3152386
TILLIEST,8,T,-2147221499,4,5,EILST,3150368
TIMARAUS,8,T,-2147221499,4,7,AIMRSTU,7873026
TIMBERIER,9,T,-2147221499,4,6,BEIMRT,2630180
TIMBERIEST,10,T,-2147221499,4,7,BEIMRST,3678756
TIMBROLOGIES,12,T,-2147221499,4,10,BEGILMORST,3748516
TIMBROLOGIST,12,T,-2147221499,4,9,BGILMORST,3748484
TIMBROLOGISTS,13,T,-2147221499,4,9,BGILMORST,3748484
TIMBROMANIAC,12,T,-2147221499,4,9,ABCIMNORT,2712078
TIMBROMANIAS,12,T,-2147221499,4,9,ABIMNORST,3760646
TIMBROPHILIES,13,T,-2147221499,4,11,BEHILMOPRST,3879716
TIMBROPHILIST,13,T,-2147221499,4,10,BHILMOPRST,3879684
TIMBROPHILISTS,14,T,-2147221499,4,10,BHILMOPRST,3879684
TIMEKEEPINGS,12,T,-2147221499,4,9,EGIKMNPST,3304096
TIMELINESSES,12,T,-2147221499,4,7,EILMNST,3174944
